Meme,ExpectedQueries,Meaning,Context,Example,AntiPattern,Origin,SafetyLevel,TargetAge,Tone,Category
TMI,"Too Much Information 뜻, 안 물어본 정보, 정보 과잉",Too Much Information'의 약자. 굳이 알고 싶지 않은 너무 사소하거나 과한 정보를 알려주는 것.,"상대방이 너무 개인적인 이야기를 하거나, 상황과 상관없는 불필요한 디테일을 말할 때 가볍게 사용함.","""오늘 아침에 양말 구멍 난 거 발견함. (아, 너무 TMI인가?)""",상대의 진지한 고민 상담이나 중요한 정보를 'TMI'라고 치부해 버리면 관계가 단절될 수 있음.,미국 영어권 은어에서 유래하여 한국의 인터넷 문화와 방송을 통해 대중화됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"가벼움, 솔직함, 유머러스","대화 방식, 정보 공유"
취저,"취향 저격 뜻, 딱 내 스타일, 마음에 쏙 듦",취향 저격'의 줄임말. 어떤 물건이나 사람이 자신의 취향에 완벽하게 부합할 때 쓰는 말.,"마음에 드는 옷을 발견하거나, 좋아하는 음악을 들었을 때 자신의 만족감을 즉각적으로 표현함.","""와, 이 카페 인테리어 진짜 내 취저다! 사진 찍기 너무 좋아.""",상대방이 공들여 준비한 것을 보고 무관심하게 반응하며 '이건 취저 아니네'라고 하는 것은 실례.,대중가요 가사나 쇼핑몰 마케팅 용어로 자주 사용되며 일상어화됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"기쁨, 만족, 확실함","감정 표현, 취향"
부먹/찍먹,"탕수육 소스 논란, 음식 취향, 부어 먹기 찍어 먹기",탕수육 소스를 고기에 부어 먹는 쪽(부먹)과 소스에 고기를 찍어 먹는 쪽(찍먹)을 나누는 음식 취향 논란.,"음식 취향이 갈리는 상황에서 서로의 스타일을 묻거나, 사소한 대립을 유머러스하게 즐길 때 사용함.","""난 무조건 찍먹파야. 바삭한 식감이 제일 중요하거든!""",상대방의 동의 없이 소스를 확 부어버리는 행동은 '부먹' 빌런으로 찍힐 수 있으니 주의.,한국의 중국집 배달 문화에서 시작된 유구한 역사와 전통의 식성 논란 밈.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"장난스러움, 열정적, 논쟁적","음식 문화, 취향 논란"
민초단,"민트초코 불호, 민트초코파, 민초 맛",민트초코 맛 음식을 좋아하는 사람들의 모임(민트초코+단). 반대말은 '반민초단'.,민트초코의 호불호를 두고 자신의 확고한 음식 취향을 드러내며 팬덤처럼 결속할 때 사용함.,"""나 진성 민초단인 거 알지? 오늘 후식은 무조건 민트초코 아이스크림이다.""",상대방이 민초를 치약 맛이라며 싫어하는데 억지로 먹이려고 하면 '민초 폭력'이 될 수 있음.,온라인상에서 민트초코 맛에 대한 극심한 호불호 토론이 놀이처럼 번지며 정착됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"자부심, 장난스러움, 팬덤적","음식 취향, 팬덤"
워케이션,"Workation 뜻, 일하며 휴가, 디지털 노마드",일(Work)과 휴가(Vacation)의 합성어. 휴가지에서 머물며 업무를 병행하는 새로운 근무 형태.,제주도나 강원도 같은 여행지에서 노트북을 켜고 업무를 보며 일상의 환기를 꾀할 때 사용함.,"""이번 주에는 강릉으로 워케이션 왔어. 낮에는 일하고 저녁엔 바다 보니까 좋다.""",휴가지에서 쉬지도 못하고 일만 하는 '노예케이션'이 되지 않도록 업무 강도 조절이 필수.,원격 근무가 활성화된 포스트 코로나 시대에 기업들의 새로운 복지나 트렌드로 급부상함.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],20대 ~ 40대,"여유로움, 트렌디, 워라밸","직장 생활, 여행 트렌드"
mz하다,"mz 뜻, 요즘 애들 같다, 트렌디함, 꼰대 반대","MZ세대의 특징(솔직함, 개성, 디지털 친화 등)을 잘 보여주거나, 그런 스타일이 묻어날 때 사용하는 형용사적 표현.","세련된 장소나 독특한 패션, 혹은 권위주의를 탈피한 태도를 보며 긍정적 혹은 풍자적으로 사용함.","""부장님 오늘 점심 혼자 드시겠다고요? 와, 진짜 MZ하신데요?""","MZ'를 지나치게 정형화하여 상대를 비꼬거나, 모든 행동을 세대 차이로 치부할 때 쓰면 불쾌감을 줌.",언론에서 세대를 구분 짓기 시작한 용어가 온라인상에서 하나의 스타일이나 성격 묘사로 변형됨.,[낀세대: Caution] / [외국인: Safe] / [복학생: Safe],전 연령대,"위트, 풍자, 세대론적","사회 현상, 인물 묘사"
웅니,"언니 신조어, 아이돌 팬덤 용어, 웅니 뜻",언니'를 귀엽게 발음한 것. 주로 여성 팬들이 좋아하는 여성 아이돌이나 멋진 여성 선배를 부를 때 사용함.,"동경하는 대상에게 친근함과 애정을 듬뿍 담아 부르거나, 귀여운 척을 하고 싶을 때 사용.","""웅니... 오늘도 미모 미쳤다. 진짜 사랑해요 웅니!""",실제로 나이 차이가 많이 나는 어려운 선배에게 초면에 '웅니'라고 부르면 예의 없어 보일 수 있음.,트위터(X) 등 아이돌 팬덤 커뮤니티에서 유아어처럼 발음하던 것이 유행하며 확산됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 20대,"애교, 동경, 친근함","팬덤 문화, 호칭"
희망편/절망편,"현실/이상 차이, 결과물 비교, 밈 예시",같은 상황이나 주제에 대해 가장 이상적인 결과(희망편)와 가장 최악의 결과(절망편)를 대비시켜 보여주는 방식.,"자취 생활이나 다이어트, 혹은 게임 결과 등을 비유하며 자신의 현실이 처참함을 유머러스하게 표현함.","""내 자취 요리... 인스타 사진이 희망편이고, 지금 내 앞의 탄 고기가 절망편이다.""",타인의 진짜 비극적인 상황에 대해 '인생 절망편'이라고 조롱하는 것은 도덕적으로 지탄받을 수 있음.,일본 커뮤니티의 '절망적인 상황' 묘사 방식이 한국으로 넘어와 대중적인 비교 밈으로 정착됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"유머러스, 자조적, 극단적","상황 비교, 리액션"
고미사건,"고맙고 미안하고 사랑하고 건강하자, 김신영 밈","고맙습니다, 미안합니다, 사랑합니다, 건강하세요'의 줄임말. 진심 어린 감사와 안녕을 전하는 따뜻한 인사.","팬들에게 작별 인사를 하거나, 감동적인 마무리가 필요할 때 진심을 가득 담아 건네는 말.","""여러분, 오늘 너무 즐거웠어요! 마지막으로 다 같이 고미사건!""",줄임말을 모르는 어르신들에게 쓰면 무슨 '사건(Case)'이 터진 줄 알고 오해하실 수 있음.,방송인 김신영이 라디오 등에서 사용하여 훈훈한 분위기를 만들 때 쓰던 유행어.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],20대 ~ 40대,"따뜻함, 감동, 진심","인사, 감정 표현"
킹아,"킹아 뜻, 우왁굳 밈, 좋다/최고다","킹(King)' + '좋아'의 합성어. 매우 좋다, 최고다, 대박이다라는 뜻으로 쓰이는 강한 긍정의 감탄사.","예상치 못한 이득을 얻었거나, 누군가의 실력이 대단할 때 기쁨을 격하게 표현하며 사용함.","""오늘 급식 메뉴가 치킨이라고? 킹아!"" / ""방금 컨트롤 진짜 킹아였다.""",인터넷 방송 문화가 낯선 자리에서 쓰면 무슨 뜻인지 몰라 소통이 안 될 수 있음.,스트리머 '우왁굳'과 그 팬덤인 '왁타버스' 내부에서 쓰이던 유행어가 외부로 퍼짐.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 20대,"신남, 긍정, 격한 기쁨","감탄사, 리액션"
제곧내,"제목이 곧 내용, 냉무 뜻, 짧은 글",제목이 곧 내용'의 줄임말. 게시글의 본문에 추가 설명 없이 제목만으로 모든 할 말을 다 했을 때 사용함.,바쁠 때 질문이나 용건을 제목에 다 쓰고 본문에는 '제곧내' 세 글자만 남겨 효율성을 추구함.,제목: [오늘 회식 장소 어딘가요?] 본문: 제곧내,예의를 갖춰야 하는 공식적인 메일이나 공지사항에 '제곧내'라고 쓰면 성의 없어 보임.,PC 통신 시절부터 이어져 온 '냉무(내용 없음)'의 현대판 줄임말로 커뮤니티 문화의 산물임.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],20대 ~ 40대,"효율적, 간결함, 쿨함","게시판 문화, 소통"
가스라이팅,"심리적 지배, 가스라이팅 뜻, 조종당함","타인의 심리나 상황을 교묘하게 조작해, 그 사람이 스스로를 의심하게 만들어 지배력을 행사하는 정서적 학대.","연인, 직장, 가족 관계에서 은연중에 상대를 억압하거나 자기 뜻대로 조종하려는 행위를 비판할 때 사용함.","""너 지금 나한테 '다 너 잘되라고 하는 소리'라면서 가스라이팅 하는 거지?""",단순히 의견 차이가 있거나 기분 나쁜 말을 들었다고 해서 무조건 '가스라이팅'이라고 남용하면 단어의 무게감이 가벼워짐.,연극 <가스등(Gaslight)>에서 유래된 심리학 용어가 대중적으로 확산되며 관계 분석의 틀로 쓰임.,[낀세대: Caution] / [외국인: Safe] / [복학생: Safe],전 연령대,"심각함, 경계, 비판적","인간관계, 심리 분석"
Flex,"플렉스 뜻, 돈 자랑, 부의 과시, 힙합 용어","자신의 부나 귀중품을 과시하거나, 큰 비용을 지출하며 만족감을 얻는 행위.","고가의 명품을 구입하거나, 한턱 크게 낼 때 자신의 성공과 여유를 당당하게 드러내며 사용함.","""그동안 고생한 나를 위해 이번에 명품 가방 하나 플렉스 해버렸지 뭐야!""",분수에 맞지 않는 과소비를 하거나 남을 무시하며 돈 자랑을 할 때 쓰면 비호감을 살 수 있음.,미국 힙합 문화에서 '근육을 뽐내다'는 뜻이 '부를 과시하다'로 변형되어 국내에 정착함.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"당당함, 화려함, 자기만족","소비 문화, 라이프스타일"
스포,"스포일러 뜻, 결말 유출, 영화 스포 주의, 스포 금지","영화, 소설, 게임 등의 주요 줄거리나 반전, 결말을 미리 알려서 관람의 재미를 망치는 행위.","작품을 아직 보지 않은 사람 앞에서 핵심 내용을 말하려고 하거나, SNS에 리뷰를 올릴 때 주의 문구로 사용함.","""아직 영화 안 본 사람 있으면 조심해! 지금부터 강력한 스포 나간다.""","상대방의 동의 없이 결말을 말하는 것은 매너 없는 행동이며, '스포'라는 말 뒤에 진짜 내용을 붙여버리는 실수 주의.",망치다라는 뜻의 영단어 'Spoil'에서 유래하여 콘텐츠 소비 문화의 필수 용어가 됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"주의, 경고, 배려",콘텐츠 에티켓
갓반인,"일반인 갓, 연예인 같은 일반인, 현생 사는 사람","갓(God)' + '일반인'의 합성어. 연예인이 아니지만 외모/능력이 뛰어나거나, 덕질을 안 하고 평범한 일상을 즐겁게 사는 사람.","팬덤 문화에서 '덕후'들이 자신들과 대비되는 비-덕후 친구들을 지칭하거나, 외모가 뛰어난 일반인을 찬양할 때 사용.","""내 친구는 덕질도 안 하는데 피부도 좋고 갓반인 그 자체라 너무 부러워.""",스스로를 높이기 위해 '난 갓반인이다'라고 하면 덕후들을 비하하는 느낌을 줄 수 있으므로 상황에 맞게 사용.,아이돌 팬덤 커뮤니티에서 팬(덕후)과 대비되는 일반인의 평범한 삶을 동경하거나 칭찬하며 탄생.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"부러움, 찬사, 자조적","팬덤 용어, 인물 묘사"
지능순,"탈덕은 지능순 뜻, 똑똑한 사람, 탈출은 지능순","특정 집단이나 취미에서 빨리 빠져나오는 것이 지능이 높은 증거라는 뜻으로, 보통 부정적인 대상을 탈출할 때 사용함.","망해가는 게임이나 논란이 많은 팬덤, 고통스러운 조직에서 빨리 퇴사/탈퇴하는 상황을 비유할 때 씀.","""야, 그 게임 아직도 해? 탈퇴는 지능순이라니까. 빨리 나와라.""",현재 그 조직에 남아서 열심히 노력하는 사람들에게 대놓고 쓰면 '너는 멍청하다'는 모욕이 될 수 있음.,온라인 커뮤니티에서 특정 정치적 상황이나 망해가는 서비스를 비판하며 유행한 표현.,[낀세대: Caution] / [외국인: Safe] / [복학생: Safe],20대 ~ 30대,"냉소적, 비판적, 팩폭","비판, 사회 현상"
손민수,"손민수하다 뜻, 따라쟁이, 손민수템 추천","웹툰 캐릭터의 이름에서 유래하여, 다른 사람의 패션, 소지품, 스타일 등을 그대로 따라 하는 행위나 사람.","좋아하는 연예인이 쓴 물건을 따라 사고 싶을 때(긍정)나, 내 스타일을 자꾸 베끼는 사람이 싫을 때(부정) 사용.","""제니가 쓴 저 핀 너무 예쁘다. 나도 이번에 손민수 해야지!""",상대방이 싫어하는데도 모든 것을 스토커처럼 똑같이 따라 하는 행위는 부정적인 '손민수'가 됨.,웹툰 <치즈인더트랩>에서 주인공의 모든 것을 따라 하며 괴롭히던 캐릭터 '손민수'에서 유래.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"모방, 동경, 때로 짜증","소비 문화, 인간관계"
조용한퇴사(Quiet Quitting),"Quiet Quitting 뜻, 적당히 일하기, 직장인 밈","직장을 실제로 그만두지는 않지만, 정해진 시간과 업무 범위 내에서 최소한의 일만 하며 심리적으로 직장과 거리를 두는 태도.",회사에 과도하게 헌신하기보다 워라밸을 중시하며 '받은 만큼만 일하겠다'는 MZ세대 직장인의 철학을 표현함.,"""나 이제 무리해서 야근 안 하려고. 요즘 조용한 퇴사 중이거든.""",업무 태만으로 이어져 동료들에게 피해를 주면서 이를 '조용한 퇴사'라는 트렌드로 포장하면 무책임해 보임.,미국에서 'Quiet Quitting'이라는 용어가 유행하며 국내 언론과 커뮤니티를 통해 빠르게 확산됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],20대 ~ 40대,"냉소적, 현실적, 워라밸","직장 생활, 사회 트렌드"
혐관(Hate-Love),"혐오 관계 뜻, 애증의 관계, 드라마 케미",혐오하는 관계'의 줄임말. 서로 싫어하는 듯 보이지만 사실은 강하게 얽혀 있거나 묘한 긴장감을 주는 매력적인 관계성.,"드라마, 웹툰의 남녀 주인공이 만나기만 하면 싸우는데 시청자 눈에는 그게 사랑으로 보일 때 최고의 '혐관 맛집'이라 함.","""이번 드라마 주인공들 혐관 케미 미쳤다... 맨날 싸우는데 너무 설레.""",실제로 서로 증오하며 폭력을 휘두르는 심각한 원수 사이에는 이 로맨틱한 뉘앙스의 단어를 쓰지 않음.,장르 소설과 드라마 팬덤에서 캐릭터 간의 서사를 분류하며 만들어진 용어.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"과몰입, 설렘, 흥미진진","관계성, 콘텐츠 감상"
생존신고,"근황 뜻, 살아있음 알림, 오랜만의 SNS",오랫동안 연락이 없거나 SNS 활동을 안 하던 사람이 오랜만에 게시물을 올려 자신의 안부를 전하는 것.,"바쁜 일상 끝에 ""나 잘 살아있어""라고 가볍게 인사를 건네거나, 오랜만에 단톡방에 나타났을 때 사용함.","""진짜 오랜만이다! 다들 바빠서 연락 못 했네. 오늘 생존신고 합니다~""",정말 위험한 재난 상황에서 구조 요청을 하는 행위와 혼동되지 않도록 평화로운 일상 맥락에서만 사용.,군대나 위급 상황에서 살아있음을 보고하는 군대 용어가 일상적인 안부 묻기로 희화화됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"반가움, 가벼움, 일상적","안부, SNS 활동"
박제,"온라인 박제 뜻, 캡처해서 보관, 망신 주기",누군가의 발언이나 게시물을 캡처하여 삭제하지 못하도록 온라인 커뮤니티나 SNS에 영구적으로 게시하는 행위.,"누군가 멍청한 소리를 하거나 논란이 될 만한 글을 올렸을 때, ""증거 남긴다""는 의미로 캡처본을 올리며 사용함.","""방금 저 사람이 한 말 절대 못 지우게 박제 완료. 나중에 딴소리 못 하겠지?""",개인정보를 유출하거나 사생활을 악의적으로 퍼뜨리는 '박제'는 사이버 불링(괴롭힘)이 될 수 있어 주의.,"동물을 박제하여 영구히 보존하는 것에 비유하여, 인터넷 기록을 영구 보존한다는 의미로 변형됨.",[낀세대: Safe] / [외국인: Caution] / [복학생: Safe],10대 ~ 30대,"단호함, 경고, 조롱적","온라인 문화, 증거 수집"
맑눈광,"맑은 눈의 광인 뜻, 안유진 맑눈광, 속을 모르는 사람",눈은 맑고 초롱초롱하지만 그 뒤에 광기나 단호함을 숨기고 있어 예측 불가능한 행동을 하는 사람.,"겉보기엔 순수하고 선해 보이지만, 할 말은 다 하거나 상황을 주도하는 반전 매력을 보일 때 사용함.","""새로 온 인턴, 웃으면서 야근 못 한다고 하는데 진짜 맑눈광 그 자체더라.""","눈이 맑지 않거나 단순히 화를 내는 사람에게는 쓰지 않으며, 광기의 '반전' 요소가 핵심임.",예능 <SNL 코리아>의 캐릭터와 아이돌 안유진의 눈빛 등을 묘사하며 대중화됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"경이로움, 당황, 위트","인물 묘사, 캐릭터"
N잡러,"프로 n잡러, 부업 하는 법, 멀티 커리어, 직업 여러 개",본업 외에도 여러 개의 직업이나 부업을 병행하며 다양한 수입원을 가진 사람.,단순히 아르바이트를 하는 수준을 넘어 자신의 재능을 활용해 다각도로 경제 활동을 하는 현대인을 지칭함.,"""평일엔 디자이너, 주말엔 요가 강사에 유튜버까지 하는 진정한 N잡러네.""",단순히 일거리가 많아 바쁜 사람을 뜻하기보다 각 영역에서 '직업적' 정체성이 있을 때 주로 쓰임.,N(수치)' + 'Job(직업)' + 'er(~하는 사람)'의 합성어로 신조어화됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],20대 ~ 40대,"갓생, 부지런함, 전문적","직업관, 라이프스타일"
스웩Swag,"스웩 뜻, 힙합 스웩, 자기 과시, 멋짐 폭발","자신만의 독특한 스타일, 아우라, 혹은 거침없는 자신감을 표현하는 용어.","주로 힙합 문화에서 유래하여 멋진 옷차림이나 태도, 혹은 당당한 자기표현을 칭찬할 때 사용함.","""와, 오늘 입은 옷 스타일 진짜 스웩 넘친다!""",허세가 너무 심하거나 주변을 배려하지 않는 무례함을 스웩으로 포장하면 거부감을 줄 수 있음.,"셰익스피어 작품에서 유래했다는 설이 있으나, 현대적 의미는 미국 힙합 문화에서 확립됨.",[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"당당함, 힙함, 자신감","패션, 태도, 문화"
킹리적 갓심,"합리적 의심 뜻, 킹갓 밈, 왠지 그럴듯함","합리적 의심'의 강조형으로, 정황상 거의 확실해 보이는 합리적인 추측이나 의심을 유머러스하게 표현한 말.","객관적인 증거는 부족하지만 여러 정황이 한곳을 가리킬 때, 나만의 확신을 위트 있게 표현함.","""얘네 둘이 오늘 같이 연차 썼다고? 이건 킹리적 갓심인데?""",근거 없는 비난이나 악의적인 루머를 퍼뜨리면서 이 용어를 쓰면 정당화가 되지 않으므로 주의.,킹(King)' + '합리적' + '갓(God)' + '의심'을 합친 디시인사이드 등 커뮤니티 용어.,[낀세대: Safe] / [외국인: Caution] / [복학생: Safe],10대 ~ 30대,"유머, 확신, 추론","논리적 추측, 커뮤니티"
맛도리,"맛집 추천, 정말 맛있는 음식, 먹방 용어",음식이 아주 맛있을 때 사용하는 감탄사 혹은 그런 음식을 지칭하는 말.,맛있는 식당을 공유하거나 방금 먹은 음식의 감동을 표현할 때 '맛있다' 대신 세련되게 사용함.,"""이 집 떡볶이 소스가 진짜 맛도리네! 무조건 다시 온다.""",맛이 평범하거나 호불호가 갈리는 음식에 남발하면 정보의 신뢰도가 떨어질 수 있음.,경상도 방언 '맛도리(맛있는 것)'에서 유래했다는 설과 함께 최근 먹방 채널을 통해 확산됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"즐거움, 감탄, 만족감","음식, 라이프스타일"
기강잡다,"기강 확립 뜻, 예의 차리기, 실력 보여주기","느슨해진 분위기를 다잡거나, 본인의 실력을 보여주어 상대방이 함부로 하지 못하게 압도함.","주로 예능이나 게임에서 압도적인 실력 차이를 보여줄 때나, 후배나 동료의 태도를 바로잡을 때 농담 반 진담 반으로 씀.","""축구 국가대표팀이 오늘 경기에서 제대로 기강 잡았네.""",실제로 폭력을 행사하거나 강압적인 위계질서를 강요하는 '꼰대' 짓을 기강 잡는다고 표현하면 안 됨.,군대나 조직의 기강을 바로 세우는 행위가 온라인상에서 희화화되거나 강조된 표현.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"단호함, 압도적, 카리스마","관계, 실력 증명"
이거맞나,"이게 맞나 뜻, 황당한 상황, 현타 옴",자신이 처한 상황이 상식적으로 이해되지 않거나 어처구니없을 때 스스로에게 던지는 자문.,계획대로 되지 않거나 믿기 힘든 결과를 마주했을 때 허탈함과 황당함을 담아 혼잣말처럼 사용함.,"""시험 범위가 갑자기 두 배로 늘어났다고? 이거 맞나...""","정답이 확실한 상황에서 단순히 물어보는 용도가 아니라, 상황의 '부조리함'이 느껴질 때 쓰는 게 포인트.",게이머들이나 유튜버들이 예상치 못한 버그나 상황을 겪을 때 쓰면서 유행함.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"황당함, 허탈함, 의구심","리액션, 상황 인지"
쌉가능,"무조건 가능, 당연히 됨, 자신감 밈","매우', '완전'을 뜻하는 강조어 '쌉'과 '가능'이 합쳐져, 어떤 일이 아주 쉽게 가능하다는 확신.",누군가의 부탁이나 과제를 충분히 해낼 수 있다고 호언장담하거나 자신감을 보일 때 사용함.,"""내일까지 이 보고서? 걱정 마, 쌉가능이지!""","쌉'이라는 표현이 비속어적인 느낌을 줄 수 있어, 격식 있는 자리나 어른들 앞에서는 사용을 피해야 함.",인터넷 커뮤니티에서 강조 접두사 '쌉'이 유행하며 자연스럽게 만들어진 용어.,[낀세대: Caution] / [외국인: Safe] / [복학생: Safe],10대 ~ 20대,"자신만만, 시원함, 긍정","의사 표현, 자신감"
심멎,"심쿵 뜻, 심장이 멎을 뻔, 너무 예쁨/멋짐",너무 설레거나 놀라워서 심장이 멎을 것 같다는 뜻의 '심장 멎음' 줄임말.,"좋아하는 연예인의 외모나 귀여운 동물, 혹은 감동적인 상황을 마주했을 때 극도의 설렘을 표현함.","""방금 그 웃는 모습 봤어? 진짜 심멎이다...""",공포 영화를 보고 심장이 멎을 뻔한 무서운 상황보다는 주로 '설레는' 긍정적 상황에 많이 쓰임.,SNS와 팬덤 문화에서 '심쿵'보다 더 강한 표현을 찾으면서 정착된 용어.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"설렘, 황홀, 놀람","감정 표현, 리액션"
반박시네말이맞음,"반박 시 니 말이 맞음 뜻, 내 의견 고수, 논쟁 회피","내 의견을 강하게 주장하지만, 더 이상의 소모적인 논쟁은 거부하겠다는 쿨한(혹은 뻔뻔한) 선언.","주관적인 취향이나 의견을 올린 뒤, 태클 거는 사람들에게 ""싸우기 싫으니 네가 맞다고 치자""는 식으로 방어막을 칠 때 사용.","""오늘 점심은 무조건 돈까스가 최고임. 반박 시 네 말이 맞음.""",자신의 명백한 논리적 오류나 잘못을 지적받았는데도 무조건 이 문구로 입을 막으려 하면 소통 불가능자로 보임.,커뮤니티에서 키보드 배틀에 지친 유저들이 논쟁을 원천 차단하기 위해 사용하며 밈이 됨.,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],10대 ~ 30대,"단호함, 유머러스, 논쟁 차단","의사 표현, 커뮤니티"
현웃,"실제 웃음, 현웃 터짐 뜻, LOL 의미, 현실 웃음 줄임말",현실 웃음'의 줄임말. 온라인 게시물을 보다가 실제로 소리 내어 웃음이 터진 상태.,"단순히 'ㅋㅋㅋ'를 치는 수준을 넘어, 실제로 빵 터졌음을 강조하여 상대에게 전달할 때 사용함.","""아, 이 영상 진짜 현웃 터졌네 ㅋㅋㅋ 멈출 수가 없어.""",웃기지 않은데 습관적으로 사용하면 대화의 진정성이 떨어질 수 있음.,영어권의 'LOL(Laugh Out Loud)'과 유사한 개념으로 한국 인터넷 환경에서 정착됨.,[낀세대: Safe] [외국인: Safe] 매우 건전하고 일상적인 표현.,[전 연령대] 유머러스한 소통을 즐기는 층.,"솔직, 유쾌, 즐거움","감정, 리액션"
입틀막,"입틀막 뜻, 입틀막 챌린지, 과잉 경호 논란, 감동 입틀막","입을 틀어막는다'의 줄임말. 너무 감동해서 울음을 참거나, 혹은 권력에 의해 강제로 언론/비판이 차단된 상태.","원래는 슬픔/감동의 표현이었으나, 현재는 정부의 과잉 경호나 언론 통제를 비판하는 정치적 밈으로도 널리 쓰임.","""너무 감동해서 입틀막...ㅠㅠ"" / ""이런 식이면 국민들 다 입틀막 당하겠네.""",정치적 비판 상황에서 가벼운 감동의 의미로만 사용하면 맥락 파악을 못 한다는 오해를 살 수 있음.,2024년 2월 특정 정치적 사건(과잉 경호 논란) 이후 저항의 의미가 담긴 '입틀막 챌린지'로 확산됨.,[낀세대: Caution] [외국인: Danger] 정치적 민감도 높음.,[20-50대] 시사/정치에 관심 있는 층.,"감동, 비판, 저항","사회, 정치, 감정"
웅장해진다,"가슴이 웅장해진다 뜻, 미안하다 이거 보여주려고, 나루토 밈, 웅장해진다 유래",가슴이 웅장해진다'. 아주 감동적이거나 압도적인 광경을 보았을 때의 벅찬 감정을 익살스럽게 표현함.,"실제 웅장함보다는 우스꽝스럽게 과장된 상황이나, 대상에 대한 과도한 팬심을 유머러스하게 드러낼 때 사용함.","""세계관 최강자들의 싸움이다... 진짜 가슴이 웅장해진다.""","진지하고 엄숙한 공식 행사(장례식, 기념식 등)에서 사용하면 큰 결례가 될 수 있음.","만화 <나루토> 관련 온라인 커뮤니티 게시글 ""미안하다 이거 보여주려고 어그로 끌었다""에서 유래.",[낀세대: Safe] [외국인: Safe] 코믹한 감탄사.,[10-30대] 애니메이션 및 커뮤니티 유저.,"과장, 익살, 경탄","리액션, 애니메이션"
이게되네?,"이게 되네 뜻, 개발자 유머, 예상 밖 성공, 챗GPT 이게되네",상식적으로 불가능해 보이거나 기대하지 않았던 일이 기적적으로 성공했을 때의 놀라움과 황당함.,"엉망인 코드가 돌아가는 개발 상황이나, 밑져야 본전으로 시도한 일이 성공했을 때 감탄사로 사용함.","""코드 진짜 대충 짰는데 이게 되네?"", ""설마 당첨되겠어 했는데 이게 되네?""",당연히 성공할 일에 사용하면 상대방의 노력이나 전문성을 폄하하는 것처럼 들릴 수 있음.,개발자들 사이의 '작동 원리를 모르는 성공' 유머에서 시작되어 AI 신기술 활용 분야까지 확장됨.,[낀세대: Safe] [외국인: Safe] 긍정적인 반전 표현.,[전 연령대] 특히 IT/게임 및 도전적 과업 수행자.,"경이, 황당, 만족","성취, IT, 논리"
